Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR1777,*TaP-,"sound of falling; quickly, in a moment",3-llm-alone,PW_TH,"Physical World — Noise, Thunder",TI_SW,"Time — Fast, Swift, Quick",MO_FA,Motion & Transportation — to Fall,MO_FA,Motion & Transportation — to Fall,,
PDR1778,*tap-,to put,1-all-three-agree,SR_PU,"Spatial Relations — to Put, Place, Set, Lay",MO_CA,"Motion & Transportation — to Bear, Carry",SR_PU,"Spatial Relations — to Put, Place, Set, Lay",SR_PU,"Spatial Relations — to Put, Place, Set, Lay",YES,YES
PDR1779,*taR-,"to diminish, decrease; fee",3-llm-alone,QN_LF,"Quantity & Number — Few, Little",PT_LS,Possession & Trade — Loss,LJ_CN,Law & Judgment — to Condemn,TI_CE,Time — to Cease,,
PDR1780,*taṟ-,bald,3-llm-alone,SR_MS,Spatial Relations — to Measure,SR_XL,"Spatial Relations — Big, Large, Great",BP_HA,Body Parts & Functions — Hair,BP_HA,Body Parts & Functions — Hair,,
PDR1781,*taṟ- (*-ḏ-),"to join, tuck in, fasten; appropriate, opportune",3-llm-alone,PA_BI,Physical Acts & Materials — to Bind,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",TI_HH,"Time — to Hurry, Hasten",CA_SE,Clothing & Adornment — to Sew,,
PDR1782,*taṟe-,to cut,1-all-three-agree,PA_CU,Physical Acts & Materials — to Cut,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_CU,Physical Acts & Materials — to Cut,PA_CU,Physical Acts & Materials — to Cut,YES,YES
PDR1783,*taṬ-,"to knock, slap",1-all-three-agree,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",BP_BI,Body Parts & Functions — to Bite,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",YES,YES
PDR1784,*taṬ-,"door, mat door",1-all-three-agree,DF_DG,"Dwellings & Furniture — Door, Gate",DF_WN,Dwellings & Furniture — Window,DF_DG,"Dwellings & Furniture — Door, Gate",DF_DG,"Dwellings & Furniture — Door, Gate",YES,YES
PDR1785,*taṭ-,"flat; wide basket, plate",2-llm-plus-one,SR_FL,Spatial Relations — Flat,FD_DI,Food & Drink — Dish,FD_PL,Food & Drink — Plate,SR_FL,Spatial Relations — Flat,,YES
PDR1786,*taṭ- (?),tongue,1-all-three-agree,BP_TG,Body Parts & Functions — Tongue,BP_MO,Body Parts & Functions — Mouth,BP_TG,Body Parts & Functions — Tongue,BP_TG,Body Parts & Functions — Tongue,YES,YES
PDR1787,*tav-,"much, abundantly",1-all-three-agree,QN_MM,"Quantity & Number — Much, Many",SR_XL,"Spatial Relations — Big, Large, Great",QN_MM,"Quantity & Number — Much, Many",QN_MM,"Quantity & Number — Much, Many",YES,YES
PDR1788,*tav- (?),1 to destroy 2 to die,3-llm-alone,BP_DD,Body Parts & Functions — to Die; Dead; Death,PT_DE,Possession & Trade — to Destroy,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,,
PDR1789,*taviḍ-,"bran, chaff",3-llm-alone,FD_MF,"Food & Drink — Meal, Flour",FD_VE,Food & Drink — Vegetables,AN_BA,Animals — Barrow,CA_FL,"Clothing & Adornment — Flax, Linen",,
PDR1790,*tav-iẓ- / *tiv-aẓ-,"to creep, crawl",1-all-three-agree,MO_CC,"Motion & Transportation — to Creep, Crawl",MO_WA,Motion & Transportation — to Walk,MO_CC,"Motion & Transportation — to Creep, Crawl",MO_CC,"Motion & Transportation — to Creep, Crawl",YES,YES
PDR1791,*taẓ-,to burn; to glow (of embers),1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",PW_FI,Physical World — Fire (n),PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR1792,*taẓ-,to embrace,3-llm-alone,MO_CA,"Motion & Transportation — to Bear, Carry",EM_LO,Emotion — to Love; Love,EM_LO,Emotion — to Love; Love,EM_KS,Emotion — to Kiss,,
PDR1793,*taẓVv-,to dig,1-all-three-agree,AV_DI,"Agriculture & Vegetation — to Dig, Delve",PA_CU,Physical Acts & Materials — to Cut,AV_DI,"Agriculture & Vegetation — to Dig, Delve",AV_DI,"Agriculture & Vegetation — to Dig, Delve",YES,YES
PDR1794,*tāk-,to walk,1-all-three-agree,MO_WA,Motion & Transportation — to Walk,MO_GO,Motion & Transportation — to Go,MO_WA,Motion & Transportation — to Walk,MO_WA,Motion & Transportation — to Walk,YES,YES
PDR1795,*tāk-,to touch; to hit,1-all-three-agree,SP_TV,Sense Perception — to Touch,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",SP_TV,Sense Perception — to Touch,SP_TV,Sense Perception — to Touch,YES,YES
PDR1796,*tāk- (?),wind,1-all-three-agree,PW_WI,"Physical World — Wind, Breeze",PW_AI,"Physical World — Air, Ether",PW_WI,"Physical World — Wind, Breeze",PW_WI,"Physical World — Wind, Breeze",YES,YES
PDR1797,*tāḷ-,to bear; to suffer; patience,3-llm-alone,MO_CA,"Motion & Transportation — to Bear, Carry",BP_LL,Body Parts & Functions — to Live; Living; Life,AN_BR,Animals — Bear,AN_BR,Animals — Bear,,
PDR1798,*tāḷ-,"to season, seasoning",2-llm-plus-one,FD_CO,Food & Drink — to Cook,FD_RF,"Food & Drink — to Roast, Fry",TI_SN,Time — Season,FD_CO,Food & Drink — to Cook,,YES
PDR1799,*tāḷ-,"leg, foot, stem",2-llm-plus-one,BP_LE,Body Parts & Functions — Leg,BP_FT,Body Parts & Functions — Foot,BP_FT,Body Parts & Functions — Foot,BP_LE,Body Parts & Functions — Leg,,YES
PDR1800,*tām,"they, themselves",3-llm-alone,MT_MI,Mind & Thought — Mind,EM_SS,"Emotion — Soul, Spirit",MK_FM,Mankind — Family,MK_MA,Mankind — Man,,
PDR1801,*tāmar-,lotus,4-unclassified,AV_PN,,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_BY,Food & Drink — Berry,AV_FL,Agriculture & Vegetation — Flower,,
PDR1802,*tān,"he, himself",3-llm-alone,MT_IR,"Mind & Thought — Reason, Intelligence",MK_HB,Mankind — Human Being,MK_HU,Mankind — Husband,MK_HB,Mankind — Human Being,,
PDR1803,*tā̆nḍ-,a k. of pot,1-all-three-agree,FD_PO,Food & Drink — Pot,PA_MD,"Physical Acts & Materials — to Mold, Form",FD_PO,Food & Drink — Pot,FD_PO,Food & Drink — Pot,YES,YES
PDR1804,*tānḏ-,belleric myrobalan,4-unclassified,FD_VE,,FD_VE,Food & Drink — Vegetables,AN_SN,Animals — Stallion,AN_SN,Animals — Stallion,,
PDR1805,*tāṟ- (*-ḏ-),"thin, dried",4-unclassified,SR_NS,,BP_WE,"Body Parts & Functions — Weak, Infirm",CA_CO,Clothing & Adornment — Cotton,SR_NS,Spatial Relations — Thin (in Density),,
PDR1806,*tāṟ-g-,to gorge,3-llm-alone,FD_DR,Food & Drink — to Drink,FD_EA,Food & Drink — to Eat,MO_FL,Motion & Transportation — to Flow,FD_SU,"Food & Drink — to Suck, Suckle",,
PDR1807,*tāt-,(grand)father,3-llm-alone,MK_GF,Mankind — Grandfather,MK_FA,Mankind — Father,MK_FL,Mankind — Father-in-Law,MK_FL,Mankind — Father-in-Law,,
PDR1808,*tāṭ-,bark,3-llm-alone,BP_SH,"Body Parts & Functions — Skin, Hide",AV_BN,Agriculture & Vegetation — Branch,AN_DO,Animals — Dog,AN_DO,Animals — Dog,,
PDR1809,*tāv-,"to jump, leap",1-all-three-agree,MO_JL,"Motion & Transportation — to Jump, Leap",MO_FY,Motion & Transportation — to Fly,MO_JL,"Motion & Transportation — to Jump, Leap",MO_JL,"Motion & Transportation — to Jump, Leap",YES,YES
PDR1810,*tāẓ-,toddy palm,3-llm-alone,AV_TR,Agriculture & Vegetation — Tree (generic),AV_PN,"Agriculture & Vegetation — Plant, Herb",CA_GL,Clothing & Adornment — Glove,CA_GL,Clothing & Adornment — Glove,,
PDR1811,*tāẓ-,earring,3-llm-alone,CA_AD,Clothing & Adornment — Adornment (personal),CA_JW,"Clothing & Adornment — Gem, Jewel",BP_EA,Body Parts & Functions — Ear,CA_FR,Clothing & Adornment — Finger Ring,,
PDR1812,*tāẓ-,to fall low; to lower,1-all-three-agree,MO_FA,Motion & Transportation — to Fall,SR_LO,Spatial Relations — Low,MO_FA,Motion & Transportation — to Fall,MO_FA,Motion & Transportation — to Fall,YES,YES
PDR1813,*tāẓ-,"bolt, bar, lock; key",1-all-three-agree,DF_LO,Dwellings & Furniture — Lock (n),DF_DG,"Dwellings & Furniture — Door, Gate",DF_LO,Dwellings & Furniture — Lock (n),DF_LO,Dwellings & Furniture — Lock (n),YES,YES
PDR1814,*tā̆ǯ- (?),to wipe,3-llm-alone,PA_RU,Physical Acts & Materials — to Rub,PA_WA,Physical Acts & Materials — to Wash,PA_WA,Physical Acts & Materials — to Wash,PA_WA,Physical Acts & Materials — to Wash,,
PDR1815,*teḏ-,"to pay, return",3-llm-alone,PT_PA,Possession & Trade — to Pay,PT_TR,Possession & Trade — Treasure,PT_GB,"Possession & Trade — to Return, Give Back",PT_OW,Possession & Trade — to Owe,,
PDR1816,*teḏ-a-,to open,1-all-three-agree,SR_OP,Spatial Relations — to Open,SR_HC,"Spatial Relations — to Hide, Conceal",SR_OP,Spatial Relations — to Open,SR_OP,Spatial Relations — to Open,YES,YES
PDR1817,*teg-,"to be full, finished",3-llm-alone,QN_FU,Quantity & Number — Full,TI_FI,Time — to Finish,TI_FI,Time — to Finish,TI_FI,Time — to Finish,,
PDR1818,*teK-,1 to extinguish 2 to die,2-llm-plus-one,BP_DD,Body Parts & Functions — to Die; Dead; Death,PW_LK,"Physical World — to Light, Kindle",BP_DD,Body Parts & Functions — to Die; Dead; Death,PW_BU,"Physical World — to Burn, Scorch",YES,
PDR1819,*teḷ-,to be clear; white,3-llm-alone,SP_BR,Sense Perception — Bright,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",SP_WH,Sense Perception — White,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",,
PDR1820,*teḷ-,"to sift, winnow",3-llm-alone,AV_SS,Agriculture & Vegetation — to Sow; Seed,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",SP_PS,"Sense Perception — to Sense, Perceive; Sense",PA_SW,Physical Acts & Materials — to Sweep,,
PDR1821,*tel-,"to ask, request, praise",3-llm-alone,LM_AR,"Language & Music — to Ask, Request",EM_PR,Emotion — Praise (n),EM_PR,Emotion — Praise (n),EM_PR,Emotion — Praise (n),,
PDR1822,*teḷ-,"thin, fine",4-unclassified,SR_NS,,SR_SS,Spatial Relations — Short,SR_NS,Spatial Relations — Thin (in Density),SR_NS,Spatial Relations — Thin (in Density),,
PDR1823,*tenḍ-,to pull,1-all-three-agree,PA_DP,"Physical Acts & Materials — to Draw, Pull",MO_CA,"Motion & Transportation — to Bear, Carry",PA_DP,"Physical Acts & Materials — to Draw, Pull",PA_DP,"Physical Acts & Materials — to Draw, Pull",YES,YES
PDR1824,*ter-,wrinkle; fold,3-llm-alone,MO_WW,"Motion & Transportation — to Wind, Wrap",PW_WV,"Physical World — Wave, Surge",PA_FO,Physical Acts & Materials — to Fold,PA_FO,Physical Acts & Materials — to Fold,,
PDR1825,*ter-[aḷ-],to coil; round,3-llm-alone,MO_RO,Motion & Transportation — to Roll,SR_RO,Spatial Relations — Round (adj),SR_RO,Spatial Relations — Round (adj),PA_SO,"Physical Acts & Materials — to Strew, Spread Out",,
PDR1826,*teṟ-V-,"to cut, severe",1-all-three-agree,PA_CU,Physical Acts & Materials — to Cut,PA_BK,Physical Acts & Materials — to Break,PA_CU,Physical Acts & Materials — to Cut,PA_CU,Physical Acts & Materials — to Cut,YES,YES
PDR1827,*tē̆ḏ-,to burn (of sun),1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",SP_HW,"Sense Perception — Hot, Warm",PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR1828,*tēg-,to belch,2-llm-plus-one,BP_VO,Body Parts & Functions — to Vomit,BP_BB,Body Parts & Functions — to Breathe; Breath,RB_BP,Religion & Beliefs — to Baptize,BP_VO,Body Parts & Functions — to Vomit,,YES
PDR1829,*tēj-,"to rub, wear off",1-all-three-agree,PA_RU,Physical Acts & Materials — to Rub,SR_GW,Spatial Relations — to Grow,PA_RU,Physical Acts & Materials — to Rub,PA_RU,Physical Acts & Materials — to Rub,YES,YES
PDR1830,*tēl-,to float,1-all-three-agree,MO_FT,Motion & Transportation — to Float,MO_SW,Motion & Transportation — to Swim,MO_FT,Motion & Transportation — to Float,MO_FT,Motion & Transportation — to Float,YES,YES
PDR1831,*tēḷ-,scorpion,2-llm-plus-one,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_SK,Animals — Snake,AN_IN,Animals — Insect,,YES
PDR1832,*tēn-,honey; bee,2-llm-plus-one,FD_HO,Food & Drink — Honey,AN_BE,Animals — Bee,AN_BE,Animals — Bee,FD_HO,Food & Drink — Honey,,YES
PDR1833,*tēnḍ- (?),to rise,2-llm-plus-one,MO_RL,"Motion & Transportation — to Lift, Raise",MO_RI,Motion & Transportation — to Rise,MO_RL,"Motion & Transportation — to Lift, Raise",MO_RI,Motion & Transportation — to Rise,YES,
PDR1834,*tēr-,"to be clear, evident",3-llm-alone,MT_UN,Mind & Thought — to Understand,SP_SE,Sense Perception — to See,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",SP_PS,"Sense Perception — to Sense, Perceive; Sense",,
PDR1835,*tēr-,to lie down; cot,3-llm-alone,SR_LI,"Spatial Relations — to Lie, Recline",BP_SL,Body Parts & Functions — to Sleep; Sleep,BP_SL,Body Parts & Functions — to Sleep; Sleep,BP_SL,Body Parts & Functions — to Sleep; Sleep,,
PDR1836,*tēr-,chariot,2-llm-plus-one,MO_CW,"Motion & Transportation — Cart, Wagon, Carriage",PA_MA,"Physical Acts & Materials — to Do, Make",AN_SN,Animals — Stallion,MO_CW,"Motion & Transportation — Cart, Wagon, Carriage",,YES
PDR1837,*tēṟ-,1 to accomplish; to finish 2 to clear,3-llm-alone,MT_TO,"Mind & Thought — to Think, be of the Opinion",EM_SU,Emotion — Surprise,TI_FI,Time — to Finish,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",,
PDR1838,*tig-,"to press, oush down",2-llm-plus-one,MO_PS,"Motion & Transportation — to Push, Shove",PA_PR,Physical Acts & Materials — to Press,PA_PR,Physical Acts & Materials — to Press,MO_PS,"Motion & Transportation — to Push, Shove",,YES
PDR1839,*Tigil-,teror,3-llm-alone,EM_FF,"Emotion — Fear, Fright",EM_AN,Emotion — Anxiety,MK_SS,Mankind — Stepson,CA_SH,Clothing & Adornment — Shirt,,
PDR1840,*tiK-,bedbug,3-llm-alone,AN_IN,Animals — Insect,AN_AN,Animals — Animal,DF_BD,Dwellings & Furniture — Bed,DF_BD,Dwellings & Furniture — Bed,,
PDR1841,*tim-,to smear,2-llm-plus-one,PA_RU,Physical Acts & Materials — to Rub,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",BP_SP,Body Parts & Functions — to Spit,PA_RU,Physical Acts & Materials — to Rub,,YES
PDR1842,*tin-,right,3-llm-alone,SR_RI,Spatial Relations — Right (vs,SR_SD,Spatial Relations — Side,EM_RI,Emotion — Right (adj),EM_RI,Emotion — Right (adj),,
PDR1843,*tin-,to eat,2-llm-plus-one,FD_EA,Food & Drink — to Eat,BP_BI,Body Parts & Functions — to Bite,FD_EA,Food & Drink — to Eat,FD_SU,"Food & Drink — to Suck, Suckle",YES,
PDR1844,*tiṇ-,a k. of platform,3-llm-alone,DF_FR,Dwellings & Furniture — Furniture,PW_MH,"Physical World — Hill, Mountain",PW_CL,"Physical World — Cloud, Mirk",MO_RL,"Motion & Transportation — to Lift, Raise",,
PDR1845,*tiṇ-,"to strain; hard, firm",3-llm-alone,PA_PR,Physical Acts & Materials — to Press,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",PA_SR,Physical Acts & Materials — to Stretch,PA_SR,Physical Acts & Materials — to Stretch,,
PDR1846,*tiŋaḷ (?),moon,1-all-three-agree,PW_MO,Physical World — Moon,TI_MO,Time — Monday,PW_MO,Physical World — Moon,PW_MO,Physical World — Moon,YES,YES
PDR1847,*tir-i-,to tremble,1-all-three-agree,MO_SH,Motion & Transportation — to Shake,BP_BB,Body Parts & Functions — to Breathe; Breath,MO_SH,Motion & Transportation — to Shake,MO_SH,Motion & Transportation — to Shake,YES,YES
PDR1848,*tir-[i]-,to turn,2-llm-plus-one,MO_TU,Motion & Transportation — to Turn,MO_RO,Motion & Transportation — to Roll,MO_TU,Motion & Transportation — to Turn,MO_TA,Motion & Transportation — to Turn Around,YES,
PDR1849,*tir-nd-,"correct, right",3-llm-alone,MT_TO,"Mind & Thought — to Think, be of the Opinion",EM_GD,Emotion — Good,EM_RI,Emotion — Right (adj),EM_RI,Emotion — Right (adj),,
PDR1850,*tiṭ-,rising ground,3-llm-alone,PW_MH,"Physical World — Hill, Mountain",PW_PF,"Physical World — Plain, Field",PW_GS,"Physical World — Ground, Soil",MO_RI,Motion & Transportation — to Rise,,
PDR1851,*tiv-,"to take out, remove",3-llm-alone,PT_TA,Possession & Trade — to Take,,,MO_GA,"Motion & Transportation — to Depart, Go Away",MO_GA,"Motion & Transportation — to Depart, Go Away",,
PDR1852,*tiv-/*tīg-,1 creeper 2 wire 3 thread,3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",CA_TH,Clothing & Adornment — Thread,CA_TH,Clothing & Adornment — Thread,CA_TH,Clothing & Adornment — Thread,,
PDR1853,*tīḍ-,to whet,3-llm-alone,PA_RU,Physical Acts & Materials — to Rub,PA_SR,Physical Acts & Materials — to Stretch,EM_PL,Emotion — to Please,CA_WE,Clothing & Adornment — to Weave,,
PDR1854,*tīr- (?),hair,1-all-three-agree,BP_HA,Body Parts & Functions — Hair,BP_BO,Body Parts & Functions — Body,BP_HA,Body Parts & Functions — Hair,BP_HA,Body Parts & Functions — Hair,YES,YES
PDR1855,*tīṟ-,to be finished,1-all-three-agree,TI_FI,Time — to Finish,TI_EN,"Time — End (n, temporal)",TI_FI,Time — to Finish,TI_FI,Time — to Finish,YES,YES
PDR1856,*tīt- (?),bird,1-all-three-agree,AN_BI,Animals — Bird,BP_FE,Body Parts & Functions — Feather,AN_BI,Animals — Bird,AN_BI,Animals — Bird,YES,YES
PDR1857,*tjām-,tortoise,3-llm-alone,AN_AN,Animals — Animal,AN_LI,Animals — Livestock,AN_SK,Animals — Snake,AN_SK,Animals — Snake,,
PDR1858,*tjī-,to burn,1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",PW_FI,Physical World — Fire (n),PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR1859,*tjī-,sweet,2-llm-plus-one,SP_ST,Sense Perception — Sweet,EM_PL,Emotion — to Please,TI_NO,Time — Now,SP_ST,Sense Perception — Sweet,,YES
PDR1860,*tjoṭ-,beehive,1-all-three-agree,AN_BE,Animals — Bee,FD_HO,Food & Drink — Honey,AN_BE,Animals — Bee,AN_BE,Animals — Bee,YES,YES
PDR1861,*toḍ-,"to wear, put on",1-all-three-agree,CA_CD,"Clothing & Adornment — to Clothe, Dress",CA_CC,"Clothing & Adornment — Clothes, Clothing",CA_CD,"Clothing & Adornment — to Clothe, Dress",CA_CD,"Clothing & Adornment — to Clothe, Dress",YES,YES
PDR1862,*toḍ-,lip,1-all-three-agree,BP_LI,Body Parts & Functions — Lip,BP_MO,Body Parts & Functions — Mouth,BP_LI,Body Parts & Functions — Lip,BP_LI,Body Parts & Functions — Lip,YES,YES
PDR1863,*toḍ-,to begin; to get ready,1-all-three-agree,TI_BB,Time — to Begin; Beginning,EM_DA,Emotion — to Dare,TI_BB,Time — to Begin; Beginning,TI_BB,Time — to Begin; Beginning,YES,YES
PDR1864,*toḏ- (?),feather,1-all-three-agree,BP_FE,Body Parts & Functions — Feather,AN_BI,Animals — Bird,BP_FE,Body Parts & Functions — Feather,BP_FE,Body Parts & Functions — Feather,YES,YES
PDR1865,*toɣar-,dhal,3-llm-alone,FD_VE,Food & Drink — Vegetables,FD_BN,Food & Drink — Bean,PW_ST,Physical World — Star,AN_WE,Animals — Wether,,
PDR1866,*tok-,"bark, rind",3-llm-alone,BP_SH,"Body Parts & Functions — Skin, Hide",AV_PN,"Agriculture & Vegetation — Plant, Herb",AN_BU,Animals — Bull,CA_FU,Clothing & Adornment — Fur,,
PDR1867,*tol-,"to remove; to depart; to die, perish",1-all-three-agree,MO_GA,"Motion & Transportation — to Depart, Go Away",BP_DD,Body Parts & Functions — to Die; Dead; Death,MO_GA,"Motion & Transportation — to Depart, Go Away",MO_GA,"Motion & Transportation — to Depart, Go Away",YES,YES
PDR1868,*tol-,formerly; early; tomorrow,3-llm-alone,TI_EA,Time — Early (adv),PW_RA,Physical World — Rain (n),TI_TM,Time — Tomorrow,TI_OL,Time — Old,,
PDR1869,*toḷ-,"to pierce, bore",2-llm-plus-one,PA_BR,Physical Acts & Materials — to Bore,SR_HL,Spatial Relations — Hole,PA_BR,Physical Acts & Materials — to Bore,PA_CV,Physical Acts & Materials — to Carve,YES,
PDR1870,*toḷ-,to spill; to flow,2-llm-plus-one,MO_FL,Motion & Transportation — to Flow,PW_RA,Physical World — Rain (n),MO_FL,Motion & Transportation — to Flow,PA_PO,Physical Acts & Materials — to Pour,YES,
PDR1871,*toḷ-pad-,nine,2-llm-plus-one,QN_NN,Quantity & Number — Numerals,QN_QN,"Quantity & Number — Amount, Quantity",QN_NN,Quantity & Number — Numerals,QN_TH,Quantity & Number — Three,YES,
PDR1872,*tonḍ-,throat,1-all-three-agree,BP_TR,Body Parts & Functions — Throat,BP_NK,Body Parts & Functions — Neck,BP_TR,Body Parts & Functions — Throat,BP_TR,Body Parts & Functions — Throat,YES,YES
